Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source,Scraped_By_Pipeline
Yuni Yamasari,hn5jrnAAAAAJ,Metode Deep Learning Untuk Lane Detection Pada Kendaraan Otomatis Di Berbagai Skenario Menggunakan Carla Simulator,2024,"Journal of Informatics and Computer Science (JINACS) 5 (03), 323-330, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:rO6llkc54NcC,"Dalam upaya meningkatkan keselamatan dan efisiensi kendaraan otomatis, akurasi dan kecepatan sistem lane detection di dalam kendaraan memainkan peranan penting. Namun, penelitian dalam domain itu tidak terlalu banyak. Oleh karena itu, penelitian ini memfokuskan pada analisis komparatif mendalam dari dua model yang digunakan: YOLOPv2 dan CLRNet. Kemudian, kedua model yang terbangun dilakukan simulasi dalam berbagai skenario cuaca dan kondisi lalu lintas. Untuk metrik evaluasi, penelitian ini  menggunakan parameter online (FPS) dan offline. Hasil penelitian ini dapat digunakan untuk memandu pemilihan model lane detection untuk kendaraan otomatis berdasarkan aplikasi yang diinginkan dan kondisi cuaca yang berlaku. Hal ini diindikasikan dengan akurasi pada kedua model menunjukkan nilai yang sangat bagus di angka 96% untuk YOLOPv2 dan 98% untuk CLRNet. Kemudian, metrik lain menunjukkan keunggulan YOLOPv2 dalam hal kecepatan dan akurasi di hampir semua skenario yang diuji dengan IoU rata-rata 27% dan F1 Score 41%, dibandingkan dengan IoU rata-rata CLRNet sebesar 15% dan F1 Score 24%. YOLOPv2 juga diamati memiliki False Positive Rate yang lebih tinggi dibandingkan dengan CLRNet, menunjukkan potensi deteksi berlebih dalam beberapa skenario. Di sisi lain, CLRNet, meskipun lebih lambat dan kurang akurat, menunjukkan False Positive Rate yang sangat rendah, menjadikannya pilihan yang konservatif namun andal untuk situasi di mana kesalahan deteksi dapat memiliki konsekuensi yang parah. 
Kata Kunci — Kendaraan Otomatis, Deteksi Objek, YOLOPv2, CLRNet, Simulator CARLA, Kontrol Prediktif Model","Computer science, Simulation, Real-time computing",JournalArticle,10.26740/jinacs.v5n03.p323-330,"Penelitian ini mengembangkan metode deep learning untuk deteksi jalan melalui simulasi CARLA, mencakup analisis komparatif antara YOLOPv2 dan CLRNet, serta pengujian dalam berbagai skenario cuaca dan kondisi lalu lintas.",hn5jrnAAAAAJ:rO6llkc54NcC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Analisis Sentimen Mengenai Pasca Bencana Alam Menggunakan Metode K-Nearest Neighbor (K-Nn) Dan Decision Tree,2024,"Journal of Informatics and Computer Science (JINACS) 5 (03), 377-388, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:3s1wT3WcHBgC,"Abstrak— Indonesia sering mengalami bencana alam seperti angin puting beliung, banjir, gempa bumi, letusan gunung berapi, tanah longsor, dan tsunami. Bencana alam kerap diberitakan di media sosial. Salah satu platform media sosial paling cepat menyebarkan informasi adalah twitter. Twitter memungkinkan orang untuk secara bebas mengutarakan pendapat dan pandangannya tentang peristiwa terkini atau masa lalu. Tujuan dari penelitian ini adalah menggunakan analisis sentimen untuk mengetahui kategori sentimen mana yang dihasilkan berdasarkan informasi pasca bencana alam. Bagaimana cara masyarakat menyampaikan pendapat, termasuk sikap empati, dengan mengutarakan pendapat positif atau negatif di media sosial. Tujuan selanjutnya adalah mengetahui perbandingan keakuratan metode K-NN dan Decision Tree dengan fitur tambahan seperti TF-IDF, N-Gram, dan gabungan TF-IDF N-Gram. Proses pengumpulan data dilakukan dengan menggunakan teknik crawling dengan jumlah data yang digunakan sebanyak 2400 data. Untuk proses pelabelan setelah proses preprocessing menggunakan proses labelling TextBlob dan VADER. Hasil penelitian ini menunjukkan bahwa kelas sentimen yang dihasilkan dari tahapan labelling TextBlob dan VADER merupakan kelas sentimen negatif.  Data labelling TextBlob mmemberikan nilai akurasi yang lebih baik dibandingkan labelling VADER. Sedangkan untuk hasil pengujian, metode K-NN dengan fitur unigram memiliki nilai accuracy tinggi sebesar 78,95%, precision 72%, recall 38,30%, dan f-1 score 50%. Sedangkan metode Decision Tree memiliki nilai akurasi yang lebih baik dibandingkan metode K-NN dengan tambahan fitur TF-IDF & gabungan TF-IDF Unigram yaitu sebesar 81,29%, precision 94,12%, recall 34,04%, dan f-1 score 50%. 
  
Kata Kunci— Analisis Sentimen, N-Gram, TF-IDF, K-NN, Decision Tree.","k-nearest neighbors algorithm, Decision tree, Computer science, Artificial intelligence, Pattern recognition (psychology), Mathematics",JournalArticle,10.26740/jinacs.v5n03.p377-388,"This study analyzes sentiment towards post-disaster events in Indonesia using the K-Nearest Neighbor (K-NN) and Decision Tree algorithms with additional features like TF-IDF, N-Gram, and their combination, comparing their performance against traditional methods for text classification.",hn5jrnAAAAAJ:3s1wT3WcHBgC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Pengembangan Game Ular Tangga Aritmatika Berbasis Web,2024,"Journal of Informatics and Computer Science (JINACS) 5 (03), 282-290, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:ZHo1McVdvXMC,"Abstrak— Permainan telah meluas seiring perkembangan teknologi dan digitalisasi, baik dalam bentuk aplikasi mobile maupun berbasis web. Selain bertujuan sebagai hiburan, permainan juga dapat dikembangkan dengan tujuan edukasi, salah satunya permainan sebagai sarana belajar matematika. Permainan ular tangga sebagai salah satu permainan papan klasik dapat dikembangkan menjadi sebuah aplikasi permainan edukasi dengan cara dipadukan materi aritmatika dasar. Untuk itu, penelitian ini memfokuskan pada pengembangan sebuah permainan atau game berbentuk aplikasi web yang dipadukan dengan aritmatika dasar. Game ini dapat dimainkan melalui perangkat pribadi, baik di desktop maupun seluler. Pengembangan dilakukan dengan metode Game Development Life Cycle (GDLC) dengan harapan mampu menghadirkan permainan yang berkualitas. Proses pengembangan ini berdasarkan model GDLC, yaitu initiation, pre-production, production, testing, dan beta. Hasil penelitian ini memperlihatkan aplikasi game Ular Tangga Aritmatika berbasis web dapat dimainkan melalui browser pada perangkat pengguna secara baik yang didasarkan pada hasil pengujian internal. 
Kata Kunci— permainan, ular tangga, aritmatika dasar, aplikasi web, GDLC","Computer science, World Wide Web",JournalArticle,10.26740/jinacs.v5n03.p282-290,"Pengembangan game ""Ular Tangga Aritmatika"" berbasis web menggunakan metode Game Development Life Cycle untuk menampilkan permainan yang berkualitas dan dapat dimainkan secara efektif melalui browser.",hn5jrnAAAAAJ:ZHo1McVdvXMC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Sistem Rekomendasi Topi Berbasis Website Menggunakan Transfer Learning Pre-Trained Model Residual Network,2023,"JIEET (Journal of Information Engineering and Educational Technology) 7 (2 …, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:SeFeTyx0c_EC,"Topi merupakan aksesoris penting di negara tropis karena topi berfungsi sebagai pelindung kepala baik dikala panas ataupun hujan. Sehingga, keberadaan sistem rekomendasi topi sangat diperlukan. Namun, penelitian tentang system rekomendasi topi masih sedikit dilakukan. Oleh karena itu, Penelitian ini dilakukan untuk membantu pengguna dalam menentukan topi yang sesuai dengan jenis wajahnya. 
Hasil pengujian dari sistem rekomendasi topi menunjukkan bahwa sistem rekomendasi topi berbasis website menggunakan metode transfer learning pretrained model residual network memberikan hasil yang baik  dengan rata-rata 0,826 pada pengujian pertama dan rata-rata 0,924 pada pengujian kedua, sehingga sistem rekomendasi topi ini diharapkan dapat membantu pengguna dalam memilih jenis topi yang disesuaikan dengan jenis wajah pengguna. 
  
Kata Kunci— Sistem, Rekomendasi, Topi, Website, Transfer Learning.","Sistem, Rekomendasi, Topi, Website, Transfer Learning",JournalArticle,10.26740/jieet.v7n2.p66-73,"This research proposes a recommendation system for hats based on a pre-trained model using transfer learning, aiming to assist users in selecting the appropriate hat style according to their facial type.",hn5jrnAAAAAJ:SeFeTyx0c_EC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
"Widi Aribowo, Miftahur Rohman, Farid Baskoro, Yuni Yamasari, Wiyli Yustanti",lmlBHlsAAAAJ;TB0QfMoAAAAJ;Tp_X_bYAAAAJ;hn5jrnAAAAAJ;CxdwNaYAAAAJ,A Novel Hybrid Prairie Dog Optimization Algorithm-Marine Predator Algorithm For Tuning Parameters Power System Stabilizer,2023,"Journal of Robotics and Control (JRC) 4 (5), 686-695, 2023",https://journal.umy.ac.id/index.php/jrc/article/download/19521/8650,"The article presents the parameter tuning of the Power System Stabilizer (PSS) using the hybrid method. The hybrid methods proposed in this article are Praire Dog Optimization (PDO) and Marine Predator Algorithm (MPA). The proposed method can be called PDOMPA. In the PDOMPA method, the marine predator algorithm (MPA) is able to search around optimal individuals when updating population positions. MPA is used to make the exploration and exploitation stages of PDO more valid and accurate. PDO is an algorithm inspired by the life of prairie dogs. Prairie dogs are adapted to colonizing in burrows underground. Prairie dogs have daily habits of eating, observing for predators, establishing fresh burrows, or preserving existing ones. Meanwhile, MPA is a duplication of marine predator life which is modeled mathematically. In order to validate the performance of the PDOMPA method, this article presents a comparative simulation of the objective function and the transient response of PSS. This research uses validation by comparing with conventional methods, Whale Optimization Algorithm (WOA), Grasshopper Optimization Algorithm (GOA), Marine Predator Algorithm (MPA), and Praire Dog Optimization (PDO). Based on the simulation results, PDOMPA presents fast convergence in some cases and shows optimal results compared to competitive algorithms. From the simulation results using load variations, it was found that the proposed method has the ability to reduce the average undershoot and overshoot of speed by 42.2% and 85.37% compared to the PSS-Lead Lag method. Meanwhile the average settling time value of speed is 50.7%.","Prairie Dog Optimization, Power System Stabilizer, Marine Predator Algorithm, Metaheuristic, Single Machine",JournalArticle,10.18196/jrc.v4i5.19521,"The novel hybrid Prairie Dog Optimization-Marine Predator Algorithm (PDOMPA) method efficiently tunes parameters for the Power System Stabilizer (PSS) through optimized exploration and exploitation stages, demonstrating superior performance over traditional optimization techniques.",hn5jrnAAAAAJ:g5m5HwL7SMYC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Klasifikasi Citra Wajah Untuk Rentang Usia Menggunakan Metode Artificial Neural Network,2023,"Journal of Informatics and Computer Science (JINACS) 5 (02), 185-192, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:2P1L_qKh6hAC,"Klasifikasi rentang usia dibentuk berdasarkan karakteristik dari fitur wajah. Agar klasifikasi usia berdasarkan citra wajah dapat membantu dalam sistem pengenalan wajah manusia secara efektif, penelitian ini berupaya untuk melakukan peningkatan kinerjanya. Namun, ketidakseimbangan dataset UTKFace menjadi kendala yang dapat menurunkan kinerja klasifikasi. Selain itu, pengenalan wajah seringkali juga mengalami sejumlah kesulitan dan tantangan karena variabilitas wajah seperti keriput, ekspresi, variasi kumis dan lain-lain. Oleh karena itu, penelitian ini menerapkan undersample data secara acak agar data menjadi seimbang. Kemudian, pretrained CNN menggunakan arsitektur VGG16 digunakan sebagai fitur ekstraktor yang mampu digunakan sebagai detektor ciri dengan kemampuan mengeliminasi parameter variabilitas wajah yang dinilai sering menggangggu dalam proses pengenalan wajah. Dengan penggunaan pretrained CNN arsitektur VGG16 sebagai fitur ekstraktor terbukti cukup baik digunakan untuk mengatasi permasalahan agar pengenalan usia berdasarkan wajah dapat dilakukan dengan lebih akurat. Hasil penelitian menunjukkan bahwa penerapan pretrained CNN arsiektur VGG16 sebagai ekstraktor fitur pada masalah pengenalan usia berbasis citra wajah berhasil mencapai akurasi sebesar 87% dan tingkat kesalahan sebesar 12% setelah melakukan percobaan tuning sebanyak 70 kali pada saat training dengan menggunakan metode Artificial Neural Network. Perhitungan akurasi didapatkan dengan melakukan pengujian confusion matrix. Dengan demikian penerapan pretrained CNN arsitektur VGG16 pada metode Artificial Neural Network untuk masalah pengenalan usia berdasarkan citra wajah cukup akurat dan dapat diimplementasikan. 
Kata Kunci – Pengenalan Wajah, Klasifikasi Usia, Artificial Neural Network, , Pretrained CNN, VGG16.","Artificial intelligence, Computer science",JournalArticle,10.26740/jinacs.v5n02.p185-192,"Penelitian ini mempelajari bagaimana menggunakan metode Artificial Neural Network bersama dengan pretrained CNN arsitektur VGG16 untuk meningkatkan kinerja klasifikasi usia berdasarkan citra wajah, meskipun menghadapi kendala ketidakseimbangan dataset UTKFace.",hn5jrnAAAAAJ:2P1L_qKh6hAC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Perbandingan Metode Naïve Bayes Dan Random Forest Pada Deteksi Penyakit Stroke Menggunakan Teknik Smote (Synthetic Minority Over-Sampling Technique),2023,"Journal of Informatics and Computer Science (JINACS) 5 (01), 101-110, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:35N4QoGY0k4C,,,Artikel,,,hn5jrnAAAAAJ:35N4QoGY0k4C,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Klasifikasi Tingkat Stres Mahasiswa Menggunakan Metode Berbasis Tree,2023,"Journal of Informatics and Computer Science (JINACS) 5 (01), 83-89, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:70eg2SAEIzsC,,,Artikel,,,hn5jrnAAAAAJ:70eg2SAEIzsC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Clustering Bidang Keilmuan Menggunakan Kombinasi Metode Topsis Dan Algoritma K-Means,2023,"Journal of Informatics and Computer Science (JINACS) 4 (04), 405-413, 2023",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=hn5jrnAAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=hn5jrnAAAAAJ:lSLTfruPkqcC,,,Artikel,,,hn5jrnAAAAAJ:lSLTfruPkqcC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Perbandingan Cosine Similarity Dan Euclidean Distance Pada Model Rekomendasi Buku Dengan Metode Item-Based Collaborative Filtering.,2023,"Journal of Informatics and Computer Science (JINACS), 264-274, 2023",https://ejournal.unesa.ac.id/index.php/jinacs/article/download/50375/41575,Model rekomendasi adalah metode penyaringan data atau informasi dengan menggunakan teknik analisis data untuk membantu pengguna dalam menemukan item yang diinginkan. Salah satu metode yang digunakan dalam model rekomendasi adalah item-based collaborative filtering. Metode ini merupakan teknik untuk menghitung nilai antara kesamaan item. Algoritma yang dapat digunakan untuk menghitung nilai kesamaan item pada penelitian ini adalah Cosine Similarity dan Euclidean Distance. Masalahnya adalah masih belum jelas algoritma kesamaan item mana yang lebih akurat antara model rekomendasi yang menggunakan Cosine Similarity atau Euclidean Distance. Tujuan dari penelitian ini adalah untuk mengetahui algoritma kesamaan item mana yang paling akurat antara Cosine Similarity dan Euclidean Distance. Dari hasil pengujian Mean Absolute Error (MAE) menggunakan K-Fold Cross Validation pada penelitian ini dapat disimpulkan bahwa rumus perhitungan Cosine Similarity mempunyai tingkat akurasi yang cukup baik yaitu 0.647352 dibandingkan dengan rumus perhitungan Euclidean Distance memilki nilai akurasi yaitu 0.676872 dengan skala MAE 0–1. Semakin kecil nilai MAE semakin tinggi akurasi prediksi yang dihasilkan. Hal ini menunjukan bahwa rumus perhitungan Cosine Similarity dapat menghasilkan rekomendasi yang lebih baik dari Euclidean Distance.,"Mathematics, Combinatorics, Euclidean distance, Humanities, Art, Geometry",JournalArticle,10.26740/jinacs.v4n03.p264-274,"This study compares the accuracy of Cosine Similarity and Euclidean Distance in calculating item similarity for an item-based collaborative filtering recommendation system, using Mean Absolute Error (MAE) with K-fold cross-validation to determine which method provides better recommendations. The results show that Cosine Similarity has higher accuracy than Euclidean Distance, achieving a MAE of 0.647352 compared to 0.676872 for Euclidean Distance, indicating that Cosine Similarity",hn5jrnAAAAAJ:NMxIlDl6LWMC,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
Yuni Yamasari,hn5jrnAAAAAJ,Rancang Bangun Game Edukasi Ular Tangga Kepramukaan Berbasis Android,2022,"Journal of Informatics and Computer Science (JINACS), 207-218, 2022",https://ejournal.unesa.ac.id/index.php/jinacs/article/download/50071/42701,"Pendidikan adalah mengarahkan nilai-nilai, pengetahuan, pengalaman dan keterampilan kepada generasi muda sebagai usaha generasi tua dalam menyiapkan fungsi hidup generasi selanjutnya, baik jasmani maupun rohani. Salah satu wadah untuk mencapai tujuan pendidikan nasional adalah sekolah. Salah satu ekstrakurikuler yang sering diikuti oleh siswa serta menjadi ekstrakurikuler utama kebanyakan sekolah adalah Pramuka. Gerakan pramuka yang selama ini menempel pada pendidikan formal mulai dari SD hingga SMA terlihat terlalu menekan kepada pemahaman materi dan kurang menyenangkan, sehingga siswa merasa malas untuk ikut berpartisipasi dalam kegiatan pramuka. Pramuka yang dilakukan di sekolah-sekolah saat ini, hanya menjadi sebuah formalitas. Diperlukan metode pembelajaran baru yang dapat menarik siswa untuk mempelajari pramuka lebih dalam dan mempermudah siswa untuk memahami materi kepramukaan lebih baik. Salah satu metode pembelajaran yang efektif adalah dengan permainan atau game. Sedangkan pembelajaran dengan game dan permainan melalui aplikasi yang khusus untuk permainan edukasi masih sangat jarang ditambah generasi muda saat ini sudah tergiur akan kemudahan dan kepraktisan segala sesuatu yang dilakukan tergantung pada teknologi. Ular Tangga merupakan permainan papan India kuno yang populer di Indonesia, namun hanya sedikit yang memadukan permainan ular tangga dengan unsur pendidikan untuk perangkat Android. Penelitian ini ditujukan untuk mengimplementasikan permainan ular tangga ke dalam game berbasis android yang dapat dijadikan alternatif media pembelajaran materi kepramukaan. Alur penelitian yang digunakan dalam penelitian ini menerapkan metode SDLC Waterfall dengan penambahan serta pengubahan di bagian akhir bagan berupa testing dan evaluasi yang ada pada metode ADDIE. Game ini dibangun menggunakan game engine Unity dengan command bahasa pemrograman C# (C Sharp). Teknik pengumpulan data yang digunakan menggunakan kuesioner. Setelah game ini dibuat akan diujicobakan pada siswa pramuka tingkat Penegak dan Pandega menggunakan campuran tipe kuesioner terbuka dan kuesioner tertutup. Berdasarkan hasil uji coba oleh responden aplikasi Game Ular Tangga Kepramukaan dapat berjalan sesuai fungsinya. Diperoleh responden sejumlah 64 orang dan nilai rata-rata kepuasan responden yang didapat 88,31% yang menunjukkan kepuasan dari game ini. Responden menganggap game ini layak untuk dimainkan.","Humanities, Art",JournalArticle,10.26740/jinacs.v4n02.p207-218,This research aims to develop an educational snake ladder game for Android-based games that can be used as an alternative learning medium for pramuka material. The study uses the waterfall model with ADDIE method and utilizes Unity game engine and C# programming language. The game is tested on pramuka students at the Penegak and Pandega levels using open-ended and closed-ended questionnaires. The results show that the Snake Ladder Education Game for Pramuka Material runs smoothly and received high satisfaction from respondents,hn5jrnAAAAAJ:JV2RwH3_ST0C,hn5jrnAAAAAJ,"Dr. Yuni Yamasari, S.Kom., M.Kom.Dosen",scholar,True
