Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,Scraped_By_Pipeline
Ulfa Siti Nuraini,q-sbahIAAAAJ,Identifikasi Wajah Menggunakan Metode Multilayer Perceptron (MLP) Dan Convolutional Neural Network (CNN),2019.0,"Institut Teknologi Sepuluh Nopember, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=q-sbahIAAAAJ&pagesize=100&citation_for_view=q-sbahIAAAAJ:IjCSPb-OGe4C,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dhiyan Septa Wihara, Riskyana Dewi Intan P","N40Vh64AAAAJ,n7ykK-IAAAAJ,DiBTIz4AAAAJ",Ilham.(2023),,"Dynamic of Employee Fraud: The Theory Used and How to Commit Fraud in …, 0",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7ykK-IAAAAJ&pagesize=100&citation_for_view=n7ykK-IAAAAJ:BqipwSGYUEgC,,,,,,
"Raden Roro Hapsari Peni Agustin T, I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P, Tri Rijanto","N40Vh64AAAAJ,yObeL8gAAAAJ,DiBTIz4AAAAJ,z7RWDi0AAAAJ",Impact of elearning on motivation and critical thinking ability of multimedia major vocational school students,2022.0,"International Journal for Educational and Vocational Studies 4 (1), 1-6, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=z7RWDi0AAAAJ&pagesize=100&citation_for_view=z7RWDi0AAAAJ:kRWSkSYxWN8C,,,,,,
"Achmad Kautsar, Raden Roro Hapsari Peni Agustin T","bTjH6IgAAAAJ,N40Vh64AAAAJ","Impact of Financial Knowledge, Socio-Demographics, and Debt on Financial Satisfaction of Kediri People",2020.0,"International Journal of Latest Engineering and Management Research 5 (1), 6-9, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bTjH6IgAAAAJ&pagesize=100&citation_for_view=bTjH6IgAAAAJ:ULOm3_A8WrAC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Muhammad Fachmi","N40Vh64AAAAJ,5nAJx9wAAAAJ",Impact of Increased Revisit Intentions: The Role of Distribution in the Tourism Sector of South Sulawesi,2024.0,"Journal of Distribution Science 22 (7), 63-71, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5nAJx9wAAAAJ&pagesize=100&citation_for_view=5nAJx9wAAAAJ:TFP_iSt0sucC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dhiyan Septa Wihara, Riskyana Dewi Intan P","N40Vh64AAAAJ,n7ykK-IAAAAJ,DiBTIz4AAAAJ",Impact of Legal Regulation and Credit Access on MSME Competitiveness with NIB Ownership Mediation,2025.0,"Jurnal Manajemen dan Kewirausahaan 13 (2), 241-255, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=n7ykK-IAAAAJ&pagesize=100&citation_for_view=n7ykK-IAAAAJ:uWQEDVKXjbEC,,,,,,
"Achmad Kautsar, Raden Roro Hapsari Peni Agustin T, Yuliani Puji Astuti, Riskyana Dewi Intan P","bTjH6IgAAAAJ,N40Vh64AAAAJ,Tz8EfXcAAAAJ,DiBTIz4AAAAJ","Impact of Psycologycal Capital, Organizational Commitment on Employee Performance of Mandiri Syariah Bank",2020.0,"International Journal of Latest Engineering and Management Research 5 (1), 1-5, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bTjH6IgAAAAJ&pagesize=100&citation_for_view=bTjH6IgAAAAJ:YOwf2qJgpHMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, I Gusti Putu Asto Buditjahjanto, Riskyana Dewi Intan P","N40Vh64AAAAJ,yObeL8gAAAAJ,DiBTIz4AAAAJ",Impact of Technical Knowledge Aircraft System in Improving Competence of Aviation Academy Cadets,2021.0,"Proceedings of the 2021 7th International Conference on Education and …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yObeL8gAAAAJ&cstart=100&pagesize=100&citation_for_view=yObeL8gAAAAJ:mvPsJ3kp5DgC,,,,,,
"Arif Widodo, Riskyana Dewi Intan P","RES4QIQAAAAJ,DiBTIz4AAAAJ",Impact-Based Area Allocation for Yield Optimization in Integrated Circuits,2016.0,"Physical Sciences Reviews 1 (6), 20160017, 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=RES4QIQAAAAJ&pagesize=100&citation_for_view=RES4QIQAAAAJ:O3NaXMp0MMsC,,,,,,
Dodik Arwin Dermawan,Thp8jg0AAAAJ,Implementasi Agile Dalam Perancangan Aplikasi Sistem Informasi Manajemen Barang Koperasi Berbasis Website Pada Sekolah Madrasah Ibtidaiyah Negeri 1 Tuban,2013.0,"Jurnal Manajemen Informatika, 2013",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&pagesize=100&citation_for_view=Thp8jg0AAAAJ:EUQCXRtRnyEC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dodik Arwin Dermawan","N40Vh64AAAAJ,Thp8jg0AAAAJ",Implementasi Agile Pada Aplikasi SIMORA Berbasis Website Untuk Manajemen Organisasi Mahasiswa,2024.0,"Jurnal Manajemen Informatika 13 (02), 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&cstart=100&pagesize=100&citation_for_view=Thp8jg0AAAAJ:bFI3QPDXJZMC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Salamun Rohman Nudin","N40Vh64AAAAJ,wlGfsB0AAAAJ",Implementasi Algoritma A*(A Star) Dalam Penentuan Rute Terpendek Yang Dapat Dilalui Non Player Character Pada Game Good Thief,2020.0,"Journal of Informatics and Computer Science (JINACS) 2 (01), 74-85, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wlGfsB0AAAAJ&pagesize=100&citation_for_view=wlGfsB0AAAAJ:0EnyYjriUFMC,,,,,,
Anita Qoiriah,N6RJilIAAAAJ,Implementasi Algoritma Apriori Untuk Analisis Pola Pemilihan Menu Pre-Order Dan Inovasi “Paket Hemat” Pada Pawon Lelly,2024.0,"JOURNAL OF INFORMATICS 5 (4), 628-634, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&cstart=100&pagesize=100&citation_for_view=N6RJilIAAAAJ:1sJd4Hv_s6UC,"Algoritma apriori adalah salah satu algoritma analisis data dalam data mining, khususnya dalam menemukan pola asosiasi antara item dalam data. Algoritma ini sangat berguna dalam di bidang Food and Beverages (FNB), karena dapat mengidentifikasi kombinasi produk yang sering dibeli oleh pelanggan. Dengan memanfaatkan algoritma apriori, bisnis dapat mengoptimalkan strategi penjualan dan pengelolaan stok, sehingga meningkatkan efisiensi operasional dan kepuasan pelanggan. Pawon Lelly, sebagai bisnis yang bergerak di bidang Food and Beverages (FNB), menghadapi tantangan dalam menentukan menu yang diminati pelanggan. Hingga saat ini, pengambilan keputusan terkait menu masih didasarkan pada asumsi, yang seringkali mengakibatkan pemborosan waktu, tenaga, dan bahan baku jika menu yang disajikan tidak sesuai dengan preferensi pelanggan. Dengan pola minat pelanggan yang sering berubah-ubah, strategi bisnis yang efektif harus didukung oleh data yang akurat dan analisis yang mendalam. Penggunaan algoritma apriori dalam data mining menawarkan solusi menarik untuk masalah ini. Melalui metode association rule atau aturan asosiasi, algoritma apriori dapat mengidentifikasi kombinasi menu yang sering dipesan, sehingga membantu dalam menyusun daftar menu yang lebih sesuai dengan preferensi pelanggan. Studi sebelumnya telah menunjukkan keberhasilan algoritma apriori dalam mengolah data transaksi dan menemukan pola yang berguna untuk pengambilan keputusan. Dengan data yang dihasilkan dari analisis, Pawon Lelly dapat menyusun strategi yang lebih tepat dalam proses pemasaran produknya. Dengan demikian, penggunaan algoritma apriori tidak hanya membantu dalam pengambilan keputusan , tetapi juga memberikan wawasan yang lebih dalam mengenai perilaku pelanggan, memungkinkan Pawon Lelly untuk beradaptasi dengan cepat terhadap perubahan tren dan permintaan pasar. 
Kata Kunci— Algoritma Apriori, Analisis, Data Mining, Asosiasi, FNB.","Computer science, Order (exchange), Artificial intelligence, Business",JournalArticle,10.26740/jinacs.v5n04.p628-634,,True
"Raden Roro Hapsari Peni Agustin T, Bambang Sujatmiko, Riskyana Dewi Intan P","N40Vh64AAAAJ,qtFw9UMAAAAJ,DiBTIz4AAAAJ",Implementasi Algoritma Apriori Untuk Menentukan Strategi Pemasaran,2022.0,"Inovate: Jurnal Ilmiah Inovasi Teknologi Informasi 7 (1), 41-48, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=qtFw9UMAAAAJ&cstart=100&pagesize=100&citation_for_view=qtFw9UMAAAAJ:u_35RYKgDlwC,,,,,,
Salamun Rohman Nudin,wlGfsB0AAAAJ,Implementasi algoritma Best-First Search untuk aplikasi mesin pencari handphone pada e-commerce (Apenphone),2020.0,"Journal of Informatics and Computer Science (JINACS) 2 (01), 67-73, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=wlGfsB0AAAAJ&pagesize=100&citation_for_view=wlGfsB0AAAAJ:UebtZRa9Y70C,,,,,,
"Aditya Prapanca, Riskyana Dewi Intan P","WdhKN0sAAAAJ,DiBTIz4AAAAJ",Implementasi Algoritma C5. 0 Pada Klasifikasi Status Gizi Balita Di Kecamatan Ponorogo,2025.0,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1089-1098, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&citation_for_view=WdhKN0sAAAAJ:_FM0Bhl9EiAC,,,,,,
"Naim Rochmawati, Raden Roro Hapsari Peni Agustin T","8wFXNjYAAAAJ,N40Vh64AAAAJ",Implementasi algoritma collision detection dan a*(a star) pada non player character game world of new normal,2022.0,"Journal of Informatics and Computer Science (JINACS) 3 (03), 322-333, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8wFXNjYAAAAJ&pagesize=100&citation_for_view=8wFXNjYAAAAJ:L8Ckcad2t8MC,,,,,,
Dodik Arwin Dermawan,Thp8jg0AAAAJ,Implementasi Algoritma Collision Detection dan Markov Chain untuk Menentukan Behaviour NPC dan Karakter Player pada Game Higiea,2021.0,"Journal of Informatics and Computer Science (JINACS) 3 (01), 12-19, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&pagesize=100&citation_for_view=Thp8jg0AAAAJ:QIV2ME_5wuYC,,,,,,
"Raden Roro Hapsari Peni Agustin T, Dodik Arwin Dermawan","N40Vh64AAAAJ,Thp8jg0AAAAJ",Implementasi Algoritma Decision Tree pada Sistem Informasi Manajemen Inventarisasi Fakultas Vokasi UNESA,2025.0,"Jurnal Manajemen Informatika 17 (01), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Thp8jg0AAAAJ&pagesize=100&citation_for_view=Thp8jg0AAAAJ:sSrBHYA8nusC,,,,,,
Raden Roro Hapsari Peni Agustin T,N40Vh64AAAAJ,Implementasi Algoritma DES Berbasis Blowfish untuk Enkripsi dan Dekripsi Data,2017.0,"Jurnal Teknik Elektro 6 (2), 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=6MXDzBQAAAAJ&cstart=100&pagesize=100&citation_for_view=6MXDzBQAAAAJ:UebtZRa9Y70C,,,,,,
Anita Qoiriah,N6RJilIAAAAJ,Implementasi Algoritma Fisher-Yates Pada Game Pembelajaran Lbb Ysyprivate Berbasis Website,2021.0,"Journal of Informatics and Computer Science (JINACS) 2 (04), 279-289, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:7PzlFSSx8tAC,"Abstrak - LBB YSY Private merupakan Lembaga Bimbingan Belajar (LBB) yang khusus memberikan pelajaran tentang Matematika dengan tingkatan kelas SD, SMP hingga SMA. Pada masa pandemi saat ini seluruh sekolahan menggunakan metode pembelajaran secara daring, sehingga internet sangat berperan dalam proses pembelajaran saat ini. Oleh karena itu LBB YSY Private membuat Game edukasi berbasis Website yang diimplementasikan dalam bentuk game who wants to be a millioner master. Dalam pengembangan Game Edukasi tersebut juga terdapat sistem limit timer pada setiap soal yakni setiap soal yang ada di dalam suatu sub level akan mendapatkan waktu batasan dalam mengerjakanya. Game Edukasi tersebut menggunakan metode Fisher-Yates sebagai pengacak jawaban dan soal dalam setiap sub level yang ada di dalam game tersebut, agar setiap siswa tidak bergantung pada kunci jawaban dan meminimalisir kecurangan pengerjaan soal ketika mengerjakan soal secara berkelompok pada satu ruang dan waktu yang sama. Proses yang dilakukan dalam Algoritma Fisher-Yates adalah dengan cara mengacak nilai integer antara min dan max dan setiap bilangkan yang diacak akan dibulatkan ke bawah dan dikali dengan nilai min dan max yang ada pada sistem tersebut. Apabila siswa merasa kesulitan dalam menjawab soal, maka siswa bisa menggunakan beberapa bantuan yang telah disediakan oleh sistem, yaitu Bantuan Telpon Temn, Kesempatan Salah, Next Soal, 50:50 dan Bantuan Satu Soal 2 Jawaban. Setelah dilakukan perancangan dan pembuatan pada aplikasi. Maka aplikasi akan di uji coba dan di dapat kesimpulan bahwa Soal dan pilihan ganda ditampilkan secara acak dalam game tersebut dan Soal yang diacak hanya akan muncul satu kali saja (tidak berulang). 
Kata Kunci : Lembaga Bimbingan Belajar, Fisher-Yates, Website, Game Edukasi, Limit Timer, YSY Private","Lembaga Bimbingan Belajar, Fisher-Yates, Website, Game Edukasi, Limit Timer, YSY Private",Articles,10.26740/jinacs.v2n04.p279-289,,True
"Ronggo Alit, Raden Roro Hapsari Peni Agustin T","fkxhjZ4AAAAJ,N40Vh64AAAAJ",Implementasi Algoritma Fisher-Yates Sebagai Pengacak Urutan Soal,2020.0,"Prosiding Seminar Nasional Informatika Bela Negara (SANTIKA) 1, 195-198, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fkxhjZ4AAAAJ&pagesize=100&citation_for_view=fkxhjZ4AAAAJ:RYcK_YlVTxYC,,,,,,
Anita Qoiriah,N6RJilIAAAAJ,Implementasi Algoritma Fisher-Yates Shuffle Dan Fuzzy Tsukamoto Pada Game Petualangan Si Thole Berbasis Android Menggunakan Game Engine Unity,2020.0,"Journal of Informatics and Computer Science (JINACS) 1 (04), 188-199, 2020",https://ejournal.unesa.ac.id/index.php/jinacs/article/download/34688/30839,"Abstrak—Belajar secara konvensional dengan cara membaca buku membuat siswa merasa bosan dan mengurangi daya minat siswa dalam belajar, terlebih lagi belajar mata pelajaran yang dianggap sulit oleh siswa seperti matematika. Game merupakan suatu permainan yang saat ini banyak digemari oleh semua kalangan terutama pelajar. Game bukan hanya sebagai media rekreasi, namun juga bisa dimanfaatkan sebagai media edukasi dalam menyampaikan materi khususnya pelajaran matematika. Game edukasi merupakan game yang dirancang sebagai media dalam menyampaikan materi pembelajaran siswa, game edukasi saat ini kebanyakan berbentuk kuis dan mempunyai soal yang berulang-ulang atau tidak dinamis sehingga mudah ditebak dan membosankan. Algoritma fisher-yates shuffle merupakan algoritma yang digunakan untuk menghasilkan permutasi acak pada himpunan data, sehingga algoritma tersebut mampu menentukan solusi pengacakan yang tidak berulang-ulang dan menghasilkan data yang variatif. Fuzzy logic merupakan cara untuk mencari solusi yang dianggap samar, biasanya digunakan untuk menentukan keputusan dengan aturan-aturan yang sudah dibuat. Pada penelitian ini akan dirancang sebuah game yang diberi nama petualangan si thole, pada game ini akan diterapkan algoritma fisher-yates shuffle dan algoritma fuzzy tsukamoto. Algoritma fisher-yates shuffle merupakan algoritma yang digunakan untuk melakukan random atau pengacakan pada soal, sehingga soal yang akan ditampilkan akan berbeda dan tidak berulang - ulang. Algoritma fuzzy tsukamoto merupakan algoritma yang digunakan untuk menentukan skor akhir pada game dengan menggunakan beberapa parameter penentu, untuk menentukan skor akhir pada game menggunakan 4 variabel sebagai penentu keputusan hasil skor akhir yaitu poin, koin, nyawa, dan waktu. Dari hasil penelitian ini bahwa algoritma  fisher-yates shuffle dapat menghasilkan pengacakan soal yang bervariasi dan tidak berulang-ulang. Algoritma fuzzy tsukamoto menghasilkan akurasi yang baik yaitu sebesar 100% dari perhitungan berdasarkan sistem di dalam game dengan perhitungan secara manual. 
Kata Kunci—Fisher-Yates Shuffle, Fuzzy, Fuzzy Tsukamoto, Game Edukasi, Game Adventure, Matematika Luas Dan Keliling Bangun Datar, Game Petualangan.","Fisher-Yates Shuffle, Fuzzy, Fuzzy Tsukamoto, Game Edukasi, Game Adventure, Matematika Luas Dan Keliling Bangun Datar, Game Petualangan",Articles,10.26740/jinacs.v1n04.p188-199,,True
"Raden Roro Hapsari Peni Agustin T, Bambang Sujatmiko","N40Vh64AAAAJ,qtFw9UMAAAAJ",Implementasi Algoritma FP Growth Untuk Menganalisa Pola Pembelian Barang (studi kasus: Koperasi),2022.0,"Inovate: Jurnal Ilmiah Inovasi Teknologi Informasi 6 (2), 30-37, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=qtFw9UMAAAAJ&cstart=100&pagesize=100&citation_for_view=qtFw9UMAAAAJ:HoB7MX3m0LUC,,,,,,
Anita Qoiriah,N6RJilIAAAAJ,Implementasi Algoritma Fuzzy Sugeno Sebagai Pendukung Keputusan Dalam Penentuan Skor Akhir Pada Game Edukasi Simple Nomic,2019.0,"Journal of Informatics and Computer Science (JINACS) 1 (01), 48-55, 2019",https://ejournal.unesa.ac.id/index.php/jinacs/article/download/29451/26972,"Abstrak—Pendidikan merupakan suatu hal penting bagi kehidupan manusia. Keberhasilan peserta didik dalam memahami dan menerapkan ilmu yang di dapat dalam pembelajaran merupakan target utama di dunia pendidikan. Game merupakan salah satu media yang sangat membantu dalam menyampaikan pelajaran kepada peserta didik, khususnya pada mata pelajaran yang terbilang sulit seperti pelajaran kimia. Hal ini dikarenakan game dibuat dan dirancang untuk meningkatkan daya pikir siswa termasuk dalam meningkatkan konsentrasi serta kemampuan untuk memecahkan masalah. Dengan digunakannya game sebagai media pembelajaran yang tepat dan kreatif, dapat digunakan untuk mengatasi kejenuhan siswa dalam menyerap materi pelajaran di sekolah. Pada penelitian ini dirancang penerapan algoritma Fuzzy Sugeno untuk menentukan skor akhir pada sebuah game edukasi bernama Simple nomic. Fuzzy sugeno merupakan salah satu kecerdasan buatan yang menggunakan konstanta atau persamaan linear sebagai fungsi outputnya. Pemain pada penelitian ini memiliki misi mengumpulkan diamond sebanyak mungkin, serta menjawab soal dengan benar hingga mencapai finish dengan waktu seminimum mungkin. Penilaian skor akhir pada penelitian ini didasarkan pada 3 aspek nilai yaitu jumlah diamond (D), jumlah nilai menjawab soal (S), dan waktu untuk menjawab soal (W). Ketiga aspek ini digunakan agar penilaian pada skor akhir tidak hanya tergantung pada aspek nilai soal saja. Skor akhir yang dihasilkan yaitu berupa jumlah bintang yang merupakan hasil dari 3 variabel inputan dan 8 nilai kaidah aturan. Penerapan fuzzy sugeno pada permainan simple nomic ini menghasilkan nilai error yang baik yaitu sebesar 0% pada percobaan 4 level dengan masing masing sebanyak 10 kali percobaan.Kata Kunci : Game; Logika Fuzzy; Fuzzy Sugeno; Pendidikan; Tatanama Senyawa Kimia.","Game, Logika",Articles,10.26740/jinacs.v1n01.p48-55,,True
Ramadhan Cakra Wibawa,Em3aIV0AAAAJ,Implementasi Algoritma Fuzzy Tsukamoto Sebagai Penentuan Skor Dalam Game Pengenalan Alat Musik Tradisional Di Indonesia,2025.0,"Journal of Informatics and Computer Science (JINACS) 7 (01), 262-266, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Em3aIV0AAAAJ&pagesize=100&citation_for_view=Em3aIV0AAAAJ:RHpTSmoSYBkC,"Abstrak— Indonesia merupakan negara yang kaya akan warisan budaya, termasuk alat musik tradisional yang tersebar di berbagai daerah. Namun, modernisasi dan globalisasi menyebabkan menurunnya minat serta kepedulian terhadap pelestarian alat musik tradisional. Penelitian ini bertujuan untuk mengembangkan sebuah game edukatif berbasis Android sebagai media pengenalan alat musik tradisional Indonesia kepada generasi muda. Dalam sistem penilaian game, diterapkan algoritma Fuzzy Tsukamoto sebagai penentu skor akhir berdasarkan empat variabel input, yaitu waktu penyelesaian, jumlah nyawa tersisa, penggunaan bantuan, dan jumlah jawaban benar. Skor akhir direpresentasikan dalam bentuk bintang dengan rentang 0 hingga 3. Proses pengembangan dilakukan melalui tahapan perancangan, implementasi, dan pengujian. Pengujian sistem dilakukan dengan metode black box testing serta uji coba akurasi logika fuzzy terhadap 81 aturan fuzzy yang dirancang. Hasil menunjukkan bahwa algoritma Fuzzy Tsukamoto mampu bekerja secara optimal dalam memberikan keputusan berbasis nilai fuzzy yang kompleks dan tidak linier. Aplikasi ini diharapkan dapat menjadi media alternatif yang interaktif dan menyenangkan dalam mengenalkan serta melestarikan alat musik tradisional Indonesia di era digital.
 
Kata Kunci— Fuzzy Tsukamoto, game edukasi, alat musik tradisional, pelestarian budaya, penilaian skor, blackbox testing.","Fuzzy Tsukamoto, game edukasi, alat musik tradisional, pelestarian budaya, penilaian skor, blackbox testing",JournalArticle,10.26740/jinacs.v7n01.p262-266,,True
Asmunin,7EQjv9wAAAAJ,Implementasi Algoritma Hill Cipher untuk Proses Enkripsi dan Dekripsi Citra Berwarna dengan Modifikasi Padding,2020.0,"Journal of Informatics and Computer Science (JINACS) 1 (04), 228-234, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=7EQjv9wAAAAJ&pagesize=100&citation_for_view=7EQjv9wAAAAJ:JV2RwH3_ST0C,,,,,,
Anita Qoiriah,N6RJilIAAAAJ,Implementasi Algoritma Jaro-Winkler Distance Dan N-Gram Untuk Deteksi Dan Prediksi Perbaikan Kesalahan Penulisan Kata Bahasa Indonesia Pada Karya Tulis Ilmiah Mahasiswa,2021.0,"Journal of Informatics and Computer Science (JINACS) 2 (03), 169-177, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:4JMBOYKVnBMC,"Karya tulis ilmiah merupakan sebuah tulisan yang berisi suatu permasalahan yang ditulis dan disajikan berdasarkan fakta dan data hasil penelitian. Kesalahan berbahasa yang sering terjadi pada karya tulis ilmiah mahasiswa adalah kesalahan penulisan kata. Untuk menghasilkan karya tulis ilmiah tanpa ada kesalahan penulisan kata, diperlukannya teknik tertentu untuk memperbaikinya. Penelitian ini membuat sebuah sistem deteksi dan prediksi perbaikan kesalahan penulisan kata. Algoritma Jaro-Winkler Distance merupakan algoritma yang digunakan untuk mengukur kemiripan antara 2 string. Algoritma Jaro-Winkler Distance pada sistem ini digunakan untuk daftar saran kandidat perbaikan kata. Saran kandidat perbaikan kata tersebut akan dicari yang sesuai dengan kalimat dengan menggunakan metode N-Gram. Metode N-Gram pada sistem ini digunakan untuk mencari saran perbaikan terbaik dari daftar kandidat yang dihasilkan oleh Algoritma Jaro-Winkler Distance.  Hasil terbaik yang diberikan oleh sistem ini adalah sebesar 85.7% dan hasil terkecil sebesar 45%. Hasil tersebut dipengaruhi oleh kuantitas korpus yang digunakan untuk deteksi maupun prediksi perbaikan kata. Semakin baik kuantitas korpus/kamus yang digunakan pada sistem, maka sistem dapat memberikan prediksi perbaikan kata yang sesuai dengan perbaikan kata salah dalam kalimat.","Humanities, Mathematics, Art",Articles,10.26740/jinacs.v2n03.p169-177,,True
